id,f_valid,f_maxima,f_muyalta,f_alta,f_moderada,f_baja
530,0.642,0.999,0.0,0.0,0.001,0.0
531,1.0,0.726,0.0,0.163,0.11,0.0
532,1.0,0.136,0.007,0.587,0.27,0.0
533,1.0,0.025,0.034,0.23,0.71,0.0
534,1.0,0.027,0.0,0.172,0.8,0.0
535,1.0,0.02,0.0,0.046,0.934,0.0
536,1.0,0.034,0.0,0.097,0.796,0.073
537,1.0,0.072,0.0,0.003,0.181,0.745
538,1.0,0.146,0.0,0.0,0.019,0.835
539,1.0,0.336,0.0,0.0,0.197,0.467
540,1.0,0.414,0.0,0.0,0.585,0.001
541,1.0,0.281,0.0,0.001,0.716,0.002
542,1.0,0.031,0.0,0.0,0.606,0.363
543,1.0,0.036,0.0,0.013,0.028,0.923
544,1.0,0.044,0.0,0.005,0.196,0.755
545,1.0,0.046,0.0,0.0,0.037,0.917
546,1.0,0.101,0.0,0.006,0.261,0.632
547,1.0,0.296,0.0,0.119,0.517,0.067
548,1.0,0.209,0.0,0.01,0.749,0.031
549,1.0,0.267,0.0,0.013,0.383,0.337
550,1.0,0.03,0.0,0.08,0.19,0.699
551,1.0,0.074,0.0,0.0,0.0,0.926
552,1.0,0.092,0.0,0.0,0.0,0.908
553,1.0,0.024,0.0,0.0,0.0,0.976
554,1.0,0.009,0.0,0.0,0.0,0.991
555,1.0,0.033,0.0,0.163,0.001,0.803
556,1.0,0.038,0.0,0.247,0.002,0.712
557,1.0,0.039,0.0,0.006,0.0,0.955
558,1.0,0.02,0.0,0.015,0.139,0.827
559,1.0,0.041,0.0,0.0,0.0,0.959
560,1.0,0.056,0.0,0.005,0.083,0.856
561,1.0,0.074,0.0,0.049,0.061,0.816
562,1.0,0.07,0.0,0.162,0.016,0.753
563,1.0,0.073,0.0,0.072,0.004,0.85
564,1.0,0.058,0.0,0.0,0.002,0.94
565,1.0,0.034,0.0,0.0,0.003,0.964
566,1.0,0.02,0.0,0.0,0.047,0.933
567,1.0,0.25,0.001,0.028,0.218,0.503
568,1.0,0.054,0.0,0.046,0.128,0.772
569,1.0,0.165,0.0,0.0,0.111,0.724
570,1.0,0.218,0.0,0.0,0.172,0.61
571,1.0,0.011,0.0,0.022,0.287,0.68
572,1.0,0.011,0.0,0.013,0.338,0.639
573,1.0,0.018,0.074,0.036,0.318,0.553
574,1.0,0.063,0.144,0.121,0.356,0.316
575,1.0,0.019,0.002,0.021,0.533,0.424
576,1.0,0.027,0.0,0.012,0.016,0.944
577,1.0,0.031,0.0,0.074,0.226,0.669
578,1.0,0.013,0.493,0.29,0.058,0.146
579,1.0,0.002,0.126,0.073,0.023,0.775
580,1.0,0.007,0.002,0.012,0.133,0.845
581,1.0,0.01,0.0,0.033,0.036,0.921
582,1.0,0.538,0.0,0.014,0.002,0.446
583,1.0,0.527,0.0,0.0,0.175,0.298
584,1.0,0.048,0.0,0.003,0.075,0.873
585,1.0,0.023,0.0,0.005,0.086,0.885
586,1.0,0.323,0.0,0.0,0.186,0.491
587,1.0,0.68,0.007,0.008,0.01,0.295
588,1.0,0.212,0.0,0.007,0.016,0.765
589,1.0,0.244,0.001,0.02,0.235,0.5
590,1.0,0.366,0.004,0.012,0.103,0.515
591,1.0,0.05,0.0,0.009,0.012,0.929
592,1.0,0.05,0.0,0.012,0.106,0.832
593,1.0,0.461,0.043,0.007,0.049,0.44
594,1.0,0.271,0.006,0.019,0.001,0.703
595,1.0,0.239,0.0,0.007,0.023,0.731
596,0.883,0.348,0.003,0.009,0.059,0.582
597,0.912,0.178,0.099,0.304,0.419,0.0
598,1.0,0.075,0.052,0.258,0.615,0.0
599,1.0,0.021,0.0,0.062,0.917,0.0
600,1.0,0.017,0.0,0.107,0.876,0.0
601,1.0,0.024,0.0,0.009,0.967,0.0
602,1.0,0.059,0.0,0.056,0.885,0.0
603,1.0,0.02,0.0,0.082,0.698,0.199
604,1.0,0.049,0.0,0.058,0.455,0.439
605,1.0,0.152,0.0,0.0,0.153,0.695
606,1.0,0.228,0.0,0.062,0.534,0.176
607,1.0,0.426,0.0,0.033,0.399,0.143
608,1.0,0.424,0.0,0.005,0.15,0.42
609,1.0,0.105,0.0,0.065,0.738,0.092
610,1.0,0.178,0.0,0.012,0.803,0.008
611,1.0,0.139,0.0,0.159,0.67,0.031
612,1.0,0.527,0.0,0.043,0.428,0.002
613,1.0,0.055,0.0,0.091,0.853,0.0
614,1.0,0.555,0.0,0.047,0.399,0.0
615,1.0,0.329,0.0,0.031,0.64,0.0
616,1.0,0.08,0.0,0.111,0.651,0.158
617,1.0,0.069,0.0,0.0,0.183,0.748
618,1.0,0.135,0.0,0.0,0.0,0.865
619,1.0,0.117,0.0,0.0,0.0,0.883
620,1.0,0.046,0.0,0.0,0.0,0.954
621,1.0,0.018,0.0,0.0,0.0,0.982
622,1.0,0.015,0.0,0.0,0.0,0.985
623,1.0,0.023,0.0,0.029,0.063,0.885
624,1.0,0.094,0.0,0.019,0.056,0.831
625,1.0,0.065,0.0,0.0,0.0,0.935
626,1.0,0.017,0.0,0.262,0.0,0.721
627,1.0,0.007,0.0,0.859,0.0,0.134
628,1.0,0.01,0.0,0.99,0.0,0.0
629,1.0,0.013,0.0,0.603,0.005,0.379
630,1.0,0.011,0.0,0.039,0.002,0.948
631,1.0,0.08,0.0,0.016,0.037,0.867
632,1.0,0.075,0.0,0.064,0.113,0.748
633,1.0,0.099,0.0,0.016,0.053,0.832
634,1.0,0.172,0.0,0.022,0.023,0.783
635,1.0,0.651,0.0,0.005,0.008,0.336
636,1.0,0.935,0.0,0.0,0.0,0.065
637,1.0,0.402,0.018,0.109,0.226,0.245
638,1.0,0.02,0.055,0.319,0.483,0.124
639,1.0,0.021,0.407,0.209,0.352,0.011
640,1.0,0.623,0.075,0.032,0.271,0.0
641,1.0,0.661,0.005,0.044,0.283,0.006
642,1.0,0.15,0.011,0.036,0.241,0.562
643,1.0,0.015,0.0,0.005,0.149,0.831
644,1.0,0.024,0.095,0.014,0.214,0.654
645,1.0,0.022,0.061,0.095,0.111,0.71
646,1.0,0.014,0.0,0.314,0.06,0.613
647,1.0,0.014,0.019,0.074,0.184,0.71
648,1.0,0.118,0.004,0.53,0.052,0.296
649,1.0,0.332,0.0,0.078,0.052,0.538
650,1.0,0.825,0.0,0.014,0.023,0.139
651,1.0,0.618,0.0,0.011,0.012,0.359
652,1.0,0.433,0.079,0.011,0.071,0.406
653,1.0,0.082,0.03,0.011,0.265,0.613
654,1.0,0.212,0.196,0.016,0.192,0.384
655,1.0,0.109,0.107,0.052,0.107,0.625
656,1.0,0.178,0.0,0.002,0.193,0.628
657,1.0,0.181,0.0,0.0,0.078,0.741
658,1.0,0.086,0.0,0.0,0.01,0.904
659,1.0,0.088,0.011,0.001,0.032,0.868
660,1.0,0.184,0.0,0.0,0.0,0.816
661,1.0,0.456,0.0,0.0,0.0,0.543
662,0.658,0.53,0.0,0.0,0.005,0.465
663,0.931,0.087,0.018,0.202,0.693,0.0
664,1.0,0.1,0.004,0.745,0.15,0.0
665,1.0,0.305,0.002,0.605,0.088,0.0
666,1.0,0.715,0.035,0.12,0.13,0.0
667,1.0,0.04,0.059,0.591,0.31,0.0
668,1.0,0.427,0.054,0.154,0.365,0.0
669,1.0,0.819,0.0,0.001,0.18,0.0
670,1.0,0.539,0.0,0.03,0.371,0.06
671,1.0,0.706,0.0,0.018,0.247,0.029
672,1.0,1.0,0.0,0.0,0.0,0.0
673,1.0,0.996,0.0,0.0,0.004,0.0
674,1.0,0.808,0.0,0.043,0.149,0.0
675,1.0,0.989,0.003,0.007,0.002,0.0
676,1.0,0.937,0.025,0.037,0.001,0.0
677,1.0,0.997,0.0,0.003,0.0,0.0
678,1.0,0.859,0.0,0.12,0.022,0.0
679,1.0,1.0,0.0,0.0,0.0,0.0
680,1.0,0.756,0.001,0.068,0.175,0.0
681,1.0,0.559,0.0,0.083,0.357,0.0
682,1.0,0.714,0.0,0.009,0.2,0.076
683,1.0,0.789,0.0,0.004,0.002,0.206
684,1.0,0.733,0.0,0.0,0.001,0.266
685,1.0,0.746,0.0,0.0,0.002,0.252
686,1.0,0.296,0.0,0.0,0.002,0.702
687,1.0,0.31,0.0,0.001,0.0,0.688
688,1.0,0.296,0.0,0.001,0.005,0.698
689,1.0,0.034,0.0,0.194,0.0,0.772
690,1.0,0.006,0.0,0.718,0.0,0.275
691,1.0,0.007,0.0,0.955,0.0,0.038
692,1.0,0.024,0.0,0.538,0.0,0.438
693,1.0,0.009,0.0,0.378,0.001,0.612
694,1.0,0.023,0.0,0.166,0.014,0.796
695,1.0,0.01,0.0,0.0,0.026,0.964
696,1.0,0.015,0.0,0.0,0.004,0.981
697,1.0,0.012,0.0,0.035,0.014,0.939
698,1.0,0.066,0.0,0.313,0.089,0.532
699,1.0,0.01,0.001,0.154,0.018,0.817
700,1.0,0.067,0.0,0.002,0.013,0.919
701,1.0,0.15,0.0,0.016,0.067,0.766
702,1.0,0.022,0.016,0.105,0.269,0.589
703,1.0,0.021,0.018,0.221,0.512,0.227
704,1.0,0.014,0.004,0.253,0.729,0.0
705,1.0,0.299,0.015,0.056,0.631,0.0
706,1.0,0.998,0.0,0.001,0.002,0.0
707,1.0,0.984,0.0,0.0,0.0,0.016
708,1.0,0.798,0.001,0.01,0.073,0.117
709,1.0,0.267,0.019,0.234,0.368,0.111
710,1.0,0.514,0.008,0.054,0.308,0.116
711,1.0,0.418,0.0,0.246,0.021,0.315
712,1.0,0.005,0.05,0.568,0.041,0.336
713,1.0,0.052,0.018,0.504,0.126,0.3
714,1.0,0.656,0.005,0.097,0.046,0.196
715,1.0,0.565,0.125,0.105,0.044,0.16
716,1.0,0.809,0.006,0.111,0.019,0.055
717,1.0,0.075,0.016,0.113,0.148,0.648
718,1.0,0.103,0.0,0.016,0.434,0.446
719,1.0,0.554,0.0,0.013,0.206,0.228
720,1.0,0.878,0.002,0.016,0.035,0.069
721,1.0,0.426,0.097,0.081,0.08,0.316
722,1.0,0.49,0.003,0.026,0.103,0.378
723,1.0,0.783,0.012,0.024,0.049,0.131
724,1.0,0.352,0.041,0.026,0.035,0.546
725,1.0,0.066,0.0,0.004,0.046,0.884
726,1.0,0.204,0.0,0.002,0.061,0.733
727,0.998,0.184,0.0,0.0,0.004,0.812
728,0.978,0.033,0.196,0.736,0.035,0.0
729,1.0,0.117,0.292,0.502,0.089,0.0
730,1.0,0.348,0.252,0.271,0.129,0.0
731,1.0,0.879,0.041,0.047,0.033,0.0
732,1.0,1.0,0.0,0.0,0.0,0.0
733,1.0,1.0,0.0,0.0,0.0,0.0
734,1.0,1.0,0.0,0.0,0.0,0.0
735,1.0,1.0,0.0,0.0,0.0,0.0
736,1.0,0.963,0.0,0.0,0.001,0.036
737,1.0,0.69,0.0,0.0,0.001,0.308
738,1.0,0.65,0.0,0.0,0.012,0.338
739,1.0,0.904,0.0,0.001,0.039,0.056
740,1.0,0.992,0.0,0.0,0.008,0.0
741,1.0,1.0,0.0,0.0,0.0,0.0
742,1.0,1.0,0.0,0.0,0.0,0.0
743,1.0,1.0,0.0,0.0,0.0,0.0
744,1.0,1.0,0.0,0.0,0.0,0.0
745,1.0,1.0,0.0,0.0,0.0,0.0
746,1.0,1.0,0.0,0.0,0.0,0.0
747,1.0,1.0,0.0,0.0,0.0,0.0
748,1.0,1.0,0.0,0.0,0.0,0.0
749,1.0,1.0,0.0,0.0,0.0,0.0
750,1.0,0.963,0.002,0.034,0.001,0.0
751,1.0,0.788,0.002,0.012,0.012,0.185
752,1.0,0.421,0.0,0.032,0.061,0.485
753,1.0,0.457,0.003,0.108,0.097,0.335
754,1.0,0.304,0.0,0.204,0.069,0.422
755,1.0,0.104,0.0,0.197,0.087,0.612
756,1.0,0.011,0.0,0.0,0.0,0.989
757,1.0,0.052,0.0,0.0,0.014,0.933
758,1.0,0.013,0.0,0.0,0.014,0.972
759,1.0,0.016,0.0,0.025,0.037,0.922
760,1.0,0.01,0.0,0.211,0.0,0.779
761,1.0,0.035,0.0,0.562,0.01,0.394
762,1.0,0.052,0.0,0.111,0.087,0.75
763,1.0,0.035,0.0,0.044,0.002,0.919
764,1.0,0.062,0.0,0.022,0.006,0.91
765,1.0,0.051,0.0,0.042,0.005,0.901
766,1.0,0.055,0.0,0.347,0.006,0.593
767,1.0,0.057,0.015,0.488,0.193,0.248
768,1.0,0.046,0.002,0.818,0.135,0.0
769,1.0,0.038,0.0,0.106,0.855,0.0
770,1.0,0.644,0.004,0.027,0.326,0.0
771,1.0,1.0,0.0,0.0,0.0,0.0
772,1.0,1.0,0.0,0.0,0.0,0.0
773,1.0,0.675,0.035,0.228,0.062,0.0
774,1.0,0.793,0.012,0.155,0.04,0.0
775,1.0,0.616,0.002,0.112,0.205,0.065
776,1.0,0.333,0.001,0.001,0.085,0.58
777,1.0,0.01,0.0,0.119,0.249,0.622
778,1.0,0.018,0.0,0.028,0.215,0.738
779,1.0,0.016,0.068,0.029,0.125,0.762
780,1.0,0.022,0.123,0.112,0.325,0.418
781,1.0,0.122,0.005,0.025,0.26,0.589
782,1.0,0.662,0.002,0.04,0.08,0.216
783,1.0,0.636,0.0,0.002,0.035,0.327
784,1.0,0.327,0.0,0.011,0.117,0.544
785,1.0,0.12,0.002,0.011,0.131,0.736
786,1.0,0.066,0.073,0.082,0.211,0.568
787,1.0,0.167,0.0,0.0,0.065,0.768
788,1.0,0.668,0.003,0.0,0.034,0.295
789,1.0,0.778,0.004,0.027,0.021,0.169
790,1.0,0.662,0.0,0.016,0.044,0.278
791,1.0,0.911,0.0,0.0,0.008,0.081
792,0.876,0.592,0.0,0.068,0.051,0.289
793,0.95,0.963,0.037,0.0,0.0,0.0
794,1.0,1.0,0.0,0.0,0.0,0.0
795,1.0,0.958,0.0,0.0,0.001,0.041
796,1.0,0.932,0.0,0.0,0.001,0.067
797,1.0,0.385,0.002,0.005,0.028,0.58
798,1.0,0.499,0.0,0.002,0.006,0.493
799,1.0,0.23,0.0,0.025,0.035,0.71
800,1.0,0.064,0.0,0.049,0.078,0.809
801,1.0,0.012,0.002,0.13,0.339,0.517
802,1.0,0.275,0.0,0.213,0.471,0.042
803,1.0,0.849,0.11,0.013,0.028,0.0
804,1.0,0.976,0.0,0.0,0.024,0.0
805,1.0,0.576,0.01,0.07,0.344,0.0
806,1.0,0.886,0.0,0.03,0.084,0.0
807,1.0,1.0,0.0,0.0,0.0,0.0
808,1.0,0.9,0.0,0.1,0.0,0.0
809,1.0,1.0,0.0,0.0,0.0,0.0
810,1.0,1.0,0.0,0.0,0.0,0.0
811,1.0,0.99,0.0,0.001,0.009,0.0
812,1.0,0.792,0.0,0.024,0.184,0.0
813,1.0,0.931,0.0,0.007,0.061,0.0
814,1.0,0.904,0.005,0.042,0.007,0.042
815,1.0,0.492,0.0,0.006,0.03,0.472
816,1.0,0.973,0.0,0.002,0.026,0.0
817,1.0,0.359,0.0,0.024,0.616,0.0
818,1.0,0.468,0.0,0.011,0.447,0.073
819,1.0,0.542,0.0,0.012,0.305,0.142
820,1.0,0.341,0.0,0.0,0.261,0.398
821,1.0,0.094,0.0,0.015,0.148,0.744
822,1.0,0.423,0.0,0.004,0.005,0.568
823,1.0,0.307,0.0,0.01,0.012,0.672
824,1.0,0.07,0.001,0.14,0.156,0.634
825,1.0,0.034,0.001,0.055,0.035,0.875
826,1.0,0.063,0.0,0.107,0.2,0.63
827,1.0,0.074,0.0,0.036,0.021,0.869
828,1.0,0.081,0.0,0.0,0.06,0.859
829,1.0,0.04,0.004,0.117,0.012,0.826
830,1.0,0.019,0.002,0.296,0.051,0.632
831,1.0,0.027,0.0,0.508,0.434,0.031
832,1.0,0.039,0.001,0.135,0.825,0.0
833,1.0,0.755,0.032,0.06,0.154,0.0
834,1.0,1.0,0.0,0.0,0.0,0.0
835,1.0,1.0,0.0,0.0,0.0,0.0
836,1.0,1.0,0.0,0.0,0.0,0.0
837,1.0,0.969,0.0,0.015,0.01,0.007
838,1.0,0.92,0.0,0.027,0.039,0.014
839,1.0,0.593,0.1,0.004,0.177,0.125
840,1.0,0.031,0.224,0.04,0.347,0.359
841,1.0,0.031,0.0,0.028,0.434,0.507
842,1.0,0.153,0.071,0.06,0.219,0.498
843,1.0,0.023,0.113,0.03,0.094,0.74
844,1.0,0.124,0.003,0.027,0.484,0.362
845,1.0,0.599,0.002,0.013,0.118,0.268
846,1.0,0.111,0.002,0.004,0.23,0.652
847,1.0,0.337,0.016,0.033,0.269,0.345
848,1.0,0.083,0.027,0.077,0.281,0.531
849,1.0,0.092,0.002,0.006,0.213,0.688
850,1.0,0.281,0.002,0.002,0.085,0.63
851,1.0,0.227,0.0,0.0,0.039,0.733
852,1.0,0.517,0.022,0.033,0.01,0.417
853,1.0,0.431,0.0,0.002,0.03,0.537
854,1.0,0.24,0.0,0.02,0.017,0.724
855,1.0,0.328,0.0,0.019,0.007,0.646
856,0.493,0.489,0.02,0.033,0.013,0.444
857,0.64,0.994,0.0,0.003,0.001,0.002
858,1.0,0.785,0.0,0.002,0.004,0.209
859,1.0,0.098,0.0,0.076,0.074,0.752
860,1.0,0.036,0.0,0.0,0.043,0.921
861,1.0,0.069,0.0,0.0,0.131,0.8
862,1.0,0.038,0.005,0.019,0.071,0.866
863,1.0,0.048,0.0,0.109,0.454,0.388
864,1.0,0.03,0.0,0.296,0.276,0.399
865,1.0,0.031,0.036,0.428,0.225,0.28
866,1.0,0.167,0.0,0.096,0.736,0.0
867,1.0,0.218,0.013,0.279,0.489,0.0
868,1.0,0.356,0.052,0.394,0.198,0.0
869,1.0,0.587,0.0,0.067,0.346,0.0
870,1.0,0.548,0.078,0.297,0.078,0.0
871,1.0,0.605,0.028,0.236,0.13,0.0
872,1.0,0.54,0.008,0.356,0.096,0.0
873,1.0,0.418,0.004,0.398,0.18,0.0
874,1.0,0.616,0.011,0.197,0.176,0.0
875,1.0,0.198,0.005,0.224,0.572,0.0
876,1.0,0.032,0.028,0.48,0.46,0.0
877,1.0,0.211,0.008,0.376,0.405,0.0
878,1.0,0.319,0.004,0.063,0.614,0.0
879,1.0,0.14,0.0,0.011,0.849,0.0
880,1.0,0.407,0.0,0.061,0.508,0.024
881,1.0,0.808,0.0,0.005,0.172,0.015
882,1.0,1.0,0.0,0.0,0.0,0.0
883,1.0,1.0,0.0,0.0,0.0,0.0
884,1.0,0.981,0.0,0.004,0.009,0.006
885,1.0,0.792,0.0,0.025,0.156,0.027
886,1.0,1.0,0.0,0.0,0.0,0.0
887,1.0,0.965,0.0,0.0,0.005,0.029
888,1.0,0.867,0.0,0.006,0.072,0.056
889,1.0,0.169,0.002,0.009,0.095,0.725
890,1.0,0.035,0.0,0.0,0.065,0.9
891,1.0,0.062,0.0,0.0,0.053,0.884
892,1.0,0.243,0.0,0.0,0.148,0.609
893,1.0,0.072,0.0,0.007,0.195,0.727
894,1.0,0.032,0.0,0.147,0.098,0.723
895,1.0,0.021,0.002,0.247,0.112,0.619
896,1.0,0.038,0.001,0.212,0.734,0.016
897,1.0,0.246,0.004,0.107,0.643,0.0
898,1.0,0.986,0.0,0.0,0.014,0.0
899,1.0,1.0,0.0,0.0,0.0,0.0
900,1.0,1.0,0.0,0.0,0.0,0.0
901,1.0,1.0,0.0,0.0,0.0,0.0
902,1.0,0.985,0.0,0.0,0.0,0.015
903,1.0,0.498,0.0,0.058,0.296,0.147
904,1.0,0.333,0.038,0.021,0.492,0.115
905,1.0,0.028,0.443,0.021,0.331,0.177
906,1.0,0.174,0.04,0.002,0.428,0.356
907,1.0,0.253,0.217,0.017,0.446,0.067
908,1.0,0.092,0.087,0.006,0.267,0.547
909,1.0,0.097,0.002,0.056,0.349,0.495
910,1.0,0.556,0.01,0.036,0.257,0.14
911,1.0,0.925,0.0,0.002,0.02,0.053
912,1.0,0.52,0.053,0.042,0.072,0.313
913,1.0,0.559,0.014,0.01,0.067,0.351
914,1.0,0.088,0.064,0.006,0.214,0.627
915,1.0,0.1,0.011,0.019,0.08,0.791
916,1.0,0.182,0.003,0.024,0.029,0.762
917,1.0,0.253,0.0,0.012,0.002,0.733
918,1.0,0.441,0.0,0.001,0.004,0.553
919,1.0,0.43,0.0,0.002,0.006,0.562
920,0.737,0.556,0.01,0.009,0.039,0.387
921,0.993,0.083,0.002,0.057,0.06,0.798
922,0.919,0.046,0.001,0.031,0.059,0.862
923,1.0,0.031,0.001,0.049,0.068,0.851
924,1.0,0.059,0.0,0.069,0.188,0.684
925,1.0,0.028,0.0,0.057,0.671,0.244
926,1.0,0.015,0.022,0.0,0.836,0.127
927,1.0,0.059,0.005,0.03,0.211,0.695
928,1.0,0.065,0.0,0.124,0.18,0.631
929,1.0,0.032,0.0,0.051,0.198,0.72
930,1.0,0.016,0.077,0.498,0.031,0.377
931,1.0,0.245,0.077,0.545,0.133,0.0
932,1.0,0.274,0.001,0.712,0.013,0.0
933,1.0,0.289,0.02,0.636,0.055,0.0
934,1.0,0.149,0.006,0.495,0.35,0.0
935,1.0,0.096,0.066,0.584,0.142,0.113
936,1.0,0.095,0.01,0.334,0.312,0.249
937,1.0,0.317,0.002,0.112,0.569,0.0
938,1.0,0.106,0.02,0.549,0.324,0.0
939,1.0,0.079,0.011,0.265,0.644,0.0
940,1.0,0.035,0.02,0.366,0.579,0.0
941,1.0,0.007,0.028,0.373,0.592,0.0
942,1.0,0.053,0.007,0.391,0.55,0.0
943,1.0,0.014,0.0,0.161,0.824,0.0
944,1.0,0.013,0.0,0.553,0.434,0.0
945,1.0,0.006,0.0,0.801,0.186,0.008
946,1.0,0.122,0.01,0.553,0.249,0.065
947,1.0,0.528,0.0,0.0,0.472,0.0
948,1.0,0.744,0.0,0.029,0.227,0.0
949,1.0,1.0,0.0,0.0,0.0,0.0
950,1.0,1.0,0.0,0.0,0.0,0.0
951,1.0,1.0,0.0,0.0,0.0,0.0
952,1.0,1.0,0.0,0.0,0.0,0.0
953,1.0,1.0,0.0,0.0,0.0,0.0
954,1.0,0.978,0.0,0.0,0.0,0.022
955,1.0,0.396,0.008,0.031,0.226,0.338
956,1.0,0.24,0.026,0.268,0.222,0.243
957,1.0,0.629,0.007,0.03,0.057,0.276
958,1.0,0.665,0.0,0.0,0.156,0.179
959,1.0,0.321,0.0,0.037,0.23,0.413
960,1.0,0.015,0.0,0.0,0.03,0.955
961,1.0,0.023,0.005,0.276,0.545,0.15
962,1.0,0.03,0.011,0.307,0.652,0.0
963,1.0,0.266,0.008,0.04,0.687,0.0
964,1.0,0.898,0.008,0.002,0.092,0.0
965,1.0,1.0,0.0,0.0,0.0,0.0
966,1.0,1.0,0.0,0.0,0.0,0.0
967,1.0,0.979,0.001,0.003,0.001,0.016
968,1.0,0.564,0.0,0.036,0.303,0.097
969,1.0,0.509,0.011,0.016,0.309,0.155
970,1.0,0.044,0.044,0.009,0.542,0.361
971,1.0,0.441,0.235,0.035,0.146,0.142
972,1.0,0.849,0.002,0.014,0.089,0.048
973,1.0,0.53,0.0,0.001,0.172,0.296
974,1.0,0.248,0.011,0.082,0.424,0.234
975,1.0,0.478,0.015,0.103,0.087,0.317
976,1.0,0.417,0.0,0.027,0.038,0.518
977,1.0,0.266,0.0,0.08,0.098,0.555
978,1.0,0.143,0.003,0.106,0.106,0.641
979,1.0,0.603,0.007,0.079,0.075,0.236
980,1.0,0.378,0.043,0.083,0.189,0.307
981,1.0,0.055,0.071,0.072,0.286,0.515
982,1.0,0.291,0.053,0.046,0.126,0.485
983,1.0,0.424,0.0,0.008,0.044,0.525
984,1.0,0.233,0.0,0.108,0.02,0.639
985,1.0,0.184,0.0,0.007,0.002,0.807
986,0.821,0.192,0.0,0.096,0.087,0.625
987,0.987,0.825,0.0,0.103,0.005,0.067
988,1.0,0.911,0.0,0.017,0.001,0.071
989,1.0,0.788,0.0,0.024,0.001,0.188
990,1.0,0.719,0.0,0.021,0.013,0.247
991,1.0,0.095,0.0,0.021,0.127,0.756
992,1.0,0.08,0.008,0.122,0.332,0.459
993,1.0,0.043,0.006,0.0,0.523,0.428
994,1.0,0.055,0.0,0.003,0.451,0.491
995,1.0,0.06,0.0,0.001,0.138,0.801
996,1.0,0.018,0.0,0.056,0.5,0.426
997,1.0,0.015,0.012,0.342,0.067,0.563
998,1.0,0.02,0.168,0.812,0.0,0.0
999,1.0,0.772,0.059,0.169,0.0,0.0
1000,1.0,0.743,0.009,0.248,0.0,0.0
1001,1.0,0.502,0.003,0.481,0.011,0.002
1002,1.0,0.516,0.0,0.038,0.243,0.202
1003,1.0,0.739,0.0,0.002,0.045,0.214
1004,1.0,0.979,0.0,0.0,0.021,0.0
1005,1.0,0.561,0.002,0.124,0.313,0.0
1006,1.0,0.032,0.008,0.101,0.858,0.0
1007,1.0,0.013,0.002,0.408,0.577,0.0
1008,1.0,0.031,0.06,0.636,0.274,0.0
1009,1.0,0.06,0.04,0.545,0.355,0.0
1010,1.0,0.049,0.002,0.337,0.612,0.0
1011,1.0,0.008,0.0,0.695,0.297,0.0
1012,1.0,0.028,0.0,0.621,0.351,0.0
1013,1.0,0.008,0.007,0.682,0.303,0.0
1014,1.0,0.141,0.006,0.018,0.836,0.0
1015,1.0,0.372,0.093,0.238,0.297,0.0
1016,1.0,0.876,0.03,0.095,0.0,0.0
1017,1.0,1.0,0.0,0.0,0.0,0.0
1018,1.0,1.0,0.0,0.0,0.0,0.0
1019,1.0,1.0,0.0,0.0,0.0,0.0
1020,1.0,1.0,0.0,0.0,0.0,0.0
1021,1.0,1.0,0.0,0.0,0.0,0.0
1022,1.0,0.971,0.0,0.004,0.026,0.0
1023,1.0,0.985,0.002,0.008,0.006,0.0
1024,1.0,1.0,0.0,0.0,0.0,0.0
1025,1.0,1.0,0.0,0.0,0.0,0.0
1026,1.0,0.906,0.0,0.048,0.046,0.0
1027,1.0,0.476,0.002,0.029,0.074,0.419
1028,1.0,0.117,0.004,0.126,0.203,0.55
1029,1.0,0.588,0.016,0.201,0.194,0.0
1030,1.0,0.188,0.084,0.338,0.39,0.0
1031,1.0,0.303,0.049,0.298,0.35,0.0
1032,1.0,1.0,0.0,0.0,0.0,0.0
1033,1.0,1.0,0.0,0.0,0.0,0.0
1034,1.0,0.818,0.0,0.028,0.108,0.046
1035,1.0,0.748,0.0,0.024,0.112,0.115
1036,1.0,0.846,0.0,0.046,0.06,0.049
1037,1.0,0.397,0.0,0.019,0.373,0.211
1038,1.0,0.571,0.002,0.023,0.171,0.234
1039,1.0,0.366,0.0,0.018,0.254,0.363
1040,1.0,0.641,0.0,0.008,0.129,0.223
1041,1.0,0.462,0.135,0.025,0.31,0.068
1042,1.0,0.392,0.057,0.104,0.306,0.141
1043,1.0,0.006,0.0,0.266,0.401,0.327
1044,1.0,0.058,0.01,0.262,0.246,0.425
1045,1.0,0.017,0.008,0.294,0.214,0.467
1046,1.0,0.028,0.042,0.145,0.129,0.656
1047,1.0,0.037,0.013,0.017,0.221,0.711
1048,1.0,0.109,0.002,0.044,0.191,0.654
1049,1.0,0.121,0.0,0.087,0.279,0.514
1050,1.0,0.044,0.0,0.047,0.109,0.8
1051,1.0,0.165,0.0,0.096,0.087,0.652
1052,1.0,0.135,0.0,0.121,0.045,0.699
1053,0.949,0.182,0.0,0.044,0.045,0.73
1054,0.945,0.557,0.04,0.343,0.061,0.0
1055,1.0,0.063,0.03,0.894,0.014,0.0
1056,1.0,0.194,0.108,0.302,0.188,0.208
1057,1.0,0.358,0.001,0.058,0.009,0.573
1058,1.0,0.304,0.008,0.184,0.083,0.421
1059,1.0,0.028,0.0,0.007,0.079,0.886
1060,1.0,0.017,0.0,0.005,0.024,0.954
1061,1.0,0.015,0.0,0.006,0.393,0.587
1062,1.0,0.089,0.0,0.001,0.153,0.756
1063,1.0,0.044,0.0,0.038,0.039,0.879
