id,f_valid,f_maxima,f_muyalta,f_alta,f_moderada,f_baja
2610,1.0,0.021,0.147,0.058,0.022,0.751
2611,1.0,0.053,0.092,0.028,0.034,0.794
2612,1.0,0.061,0.137,0.018,0.058,0.725
2613,1.0,0.074,0.089,0.051,0.151,0.634
2614,1.0,0.409,0.0,0.043,0.11,0.437
2615,1.0,0.975,0.0,0.0,0.002,0.023
2616,1.0,0.911,0.0,0.007,0.031,0.051
2617,1.0,0.954,0.0,0.0,0.005,0.041
2618,1.0,0.364,0.0,0.064,0.06,0.512
2619,1.0,0.469,0.007,0.159,0.122,0.243
2620,1.0,0.448,0.0,0.193,0.096,0.264
2621,1.0,0.689,0.0,0.016,0.012,0.283
2622,1.0,0.921,0.0,0.0,0.001,0.078
2623,1.0,0.983,0.0,0.0,0.0,0.017
2624,1.0,0.518,0.0,0.0,0.0,0.482
2625,1.0,0.146,0.0,0.011,0.033,0.81
2626,1.0,0.898,0.0,0.0,0.0,0.102
2627,1.0,0.741,0.002,0.005,0.004,0.247
2628,1.0,0.155,0.023,0.157,0.098,0.567
2629,1.0,0.069,0.003,0.067,0.044,0.816
2630,1.0,0.061,0.003,0.0,0.113,0.821
2631,1.0,0.022,0.014,0.001,0.097,0.867
2632,1.0,0.029,0.0,0.0,0.2,0.771
2633,1.0,0.43,0.001,0.036,0.238,0.295
2634,1.0,0.039,0.0,0.02,0.24,0.7
2635,1.0,0.045,0.0,0.002,0.175,0.778
2636,1.0,0.053,0.0,0.0,0.204,0.743
2637,1.0,0.356,0.0,0.03,0.334,0.279
2638,1.0,0.957,0.0,0.01,0.03,0.003
2639,1.0,0.848,0.0,0.024,0.06,0.068
2640,1.0,0.643,0.0,0.067,0.154,0.136
2641,1.0,0.981,0.0,0.004,0.015,0.001
2642,1.0,1.0,0.0,0.0,0.0,0.0
2643,1.0,0.995,0.0,0.0,0.001,0.004
2644,1.0,0.666,0.122,0.088,0.123,0.001
2645,1.0,0.052,0.25,0.302,0.373,0.024
2646,1.0,0.212,0.329,0.031,0.057,0.371
2647,1.0,0.093,0.0,0.035,0.059,0.814
2648,1.0,0.043,0.0,0.635,0.32,0.002
2649,1.0,0.026,0.0,0.028,0.946,0.0
2650,1.0,0.164,0.005,0.18,0.651,0.0
2651,1.0,0.029,0.002,0.297,0.672,0.0
2652,1.0,0.234,0.0,0.193,0.573,0.0
2653,1.0,0.016,0.038,0.252,0.694,0.0
2654,1.0,0.025,0.017,0.307,0.651,0.0
2655,1.0,0.272,0.105,0.25,0.374,0.0
2656,1.0,0.401,0.15,0.011,0.439,0.0
2657,1.0,0.015,0.0,0.007,0.978,0.0
2658,1.0,0.641,0.006,0.298,0.055,0.0
2659,1.0,0.995,0.0,0.002,0.001,0.002
2660,1.0,0.982,0.0,0.0,0.001,0.017
2661,1.0,0.808,0.0,0.008,0.011,0.173
2662,1.0,0.391,0.0,0.008,0.007,0.594
2663,1.0,0.052,0.0,0.039,0.016,0.893
2664,1.0,0.039,0.0,0.028,0.024,0.909
2665,1.0,0.147,0.0,0.015,0.019,0.82
2666,0.998,0.615,0.0,0.047,0.338,0.0
2667,1.0,0.704,0.038,0.031,0.227,0.0
2668,1.0,0.316,0.203,0.408,0.073,0.0
2669,1.0,0.059,0.124,0.577,0.239,0.0
2670,1.0,0.124,0.043,0.277,0.557,0.0
2671,1.0,0.053,0.007,0.386,0.554,0.0
2672,1.0,0.194,0.027,0.419,0.36,0.0
2673,1.0,0.378,0.095,0.409,0.118,0.0
2674,1.0,0.375,0.16,0.377,0.088,0.0
2675,1.0,0.55,0.088,0.215,0.093,0.054
2676,1.0,0.58,0.023,0.085,0.021,0.289
2677,1.0,0.202,0.0,0.222,0.138,0.438
2678,1.0,0.24,0.0,0.005,0.027,0.729
2679,1.0,0.135,0.0,0.005,0.278,0.583
2680,1.0,0.02,0.0,0.063,0.622,0.296
2681,1.0,0.337,0.0,0.295,0.252,0.116
2682,1.0,0.438,0.0,0.003,0.099,0.46
2683,1.0,0.019,0.0,0.0,0.028,0.953
2684,1.0,0.199,0.0,0.038,0.016,0.747
2685,1.0,0.257,0.0,0.218,0.0,0.525
2686,1.0,0.14,0.0,0.006,0.0,0.853
2687,1.0,0.396,0.0,0.005,0.001,0.599
2688,1.0,0.366,0.024,0.037,0.004,0.569
2689,1.0,0.563,0.009,0.048,0.069,0.311
2690,1.0,0.585,0.0,0.005,0.135,0.274
2691,1.0,0.594,0.0,0.009,0.028,0.369
2692,1.0,0.634,0.123,0.109,0.04,0.094
2693,1.0,0.231,0.057,0.197,0.016,0.499
2694,1.0,0.817,0.063,0.027,0.005,0.088
2695,1.0,0.972,0.0,0.0,0.021,0.007
2696,1.0,0.35,0.0,0.058,0.293,0.3
2697,1.0,0.394,0.008,0.021,0.297,0.28
2698,1.0,0.269,0.006,0.013,0.011,0.701
2699,1.0,0.911,0.0,0.087,0.002,0.0
2700,1.0,0.602,0.001,0.28,0.106,0.011
2701,1.0,0.196,0.0,0.09,0.228,0.486
2702,1.0,0.133,0.011,0.152,0.066,0.637
2703,1.0,0.133,0.0,0.005,0.004,0.858
2704,1.0,0.285,0.001,0.002,0.055,0.656
2705,1.0,0.062,0.0,0.0,0.017,0.921
2706,1.0,0.049,0.001,0.065,0.258,0.627
2707,1.0,0.395,0.0,0.052,0.275,0.278
2708,1.0,0.256,0.0,0.073,0.296,0.375
2709,1.0,0.324,0.0,0.075,0.182,0.419
2710,1.0,0.515,0.0,0.09,0.274,0.121
2711,1.0,0.395,0.0,0.06,0.414,0.13
2712,1.0,0.67,0.0,0.013,0.282,0.036
2713,1.0,0.808,0.0,0.006,0.112,0.073
2714,1.0,0.991,0.0,0.004,0.0,0.004
2715,1.0,0.534,0.276,0.108,0.076,0.006
2716,1.0,0.296,0.161,0.097,0.192,0.253
2717,1.0,0.088,0.121,0.019,0.309,0.463
2718,1.0,0.018,0.166,0.002,0.205,0.608
2719,1.0,0.06,0.0,0.004,0.056,0.88
2720,1.0,0.086,0.0,0.323,0.057,0.535
2721,1.0,0.021,0.001,0.634,0.344,0.0
2722,1.0,0.38,0.0,0.178,0.442,0.0
2723,1.0,0.922,0.0,0.06,0.018,0.0
2724,1.0,0.389,0.001,0.293,0.316,0.0
2725,1.0,0.125,0.0,0.224,0.651,0.0
2726,1.0,0.212,0.0,0.046,0.742,0.0
2727,1.0,0.803,0.049,0.074,0.075,0.0
2728,1.0,0.927,0.0,0.033,0.04,0.0
2729,1.0,0.456,0.0,0.009,0.535,0.0
2730,1.0,0.197,0.0,0.002,0.338,0.463
2731,1.0,0.354,0.0,0.006,0.125,0.516
2732,1.0,0.394,0.0,0.027,0.108,0.47
2733,1.0,0.66,0.0,0.0,0.01,0.331
2734,1.0,0.999,0.0,0.001,0.0,0.0
2735,1.0,1.0,0.0,0.0,0.0,0.0
2736,1.0,0.674,0.0,0.003,0.002,0.322
2737,1.0,0.271,0.0,0.01,0.006,0.713
2738,1.0,0.289,0.0,0.061,0.004,0.646
2739,0.971,0.5,0.0,0.019,0.046,0.435
2740,0.726,0.927,0.0,0.0,0.067,0.006
2741,0.569,0.992,0.0,0.0,0.008,0.0
2742,1.0,0.156,0.069,0.358,0.417,0.0
2743,1.0,0.203,0.08,0.378,0.338,0.0
2744,1.0,0.014,0.447,0.477,0.062,0.0
2745,1.0,0.029,0.81,0.162,0.0,0.0
2746,1.0,0.073,0.275,0.651,0.0,0.0
2747,1.0,0.054,0.038,0.907,0.0,0.0
2748,1.0,0.05,0.05,0.899,0.0,0.0
2749,1.0,0.025,0.155,0.68,0.091,0.049
2750,1.0,0.013,0.102,0.276,0.116,0.494
2751,1.0,0.013,0.018,0.104,0.144,0.721
2752,1.0,0.056,0.0,0.001,0.164,0.778
2753,1.0,0.012,0.0,0.007,0.027,0.954
2754,1.0,0.098,0.0,0.009,0.006,0.887
2755,1.0,0.022,0.0,0.0,0.13,0.848
2756,1.0,0.012,0.0,0.0,0.144,0.844
2757,1.0,0.025,0.0,0.265,0.145,0.564
2758,1.0,0.08,0.0,0.144,0.395,0.381
2759,1.0,0.03,0.0,0.0,0.002,0.968
2760,1.0,0.132,0.008,0.176,0.004,0.68
2761,1.0,0.534,0.0,0.037,0.018,0.411
2762,1.0,0.674,0.0,0.008,0.038,0.279
2763,1.0,0.877,0.0,0.0,0.008,0.115
2764,1.0,0.772,0.062,0.11,0.055,0.0
2765,1.0,0.241,0.106,0.544,0.105,0.005
2766,1.0,0.72,0.03,0.191,0.024,0.034
2767,1.0,0.868,0.005,0.023,0.043,0.061
2768,1.0,0.95,0.001,0.005,0.007,0.037
2769,1.0,0.713,0.053,0.013,0.001,0.22
2770,1.0,0.787,0.003,0.033,0.003,0.174
2771,1.0,0.992,0.0,0.0,0.007,0.001
2772,1.0,0.206,0.0,0.106,0.265,0.423
2773,1.0,0.095,0.077,0.114,0.301,0.413
2774,1.0,0.149,0.002,0.016,0.104,0.729
2775,1.0,0.534,0.0,0.062,0.403,0.001
2776,1.0,0.038,0.0,0.142,0.818,0.002
2777,1.0,0.025,0.002,0.017,0.328,0.628
2778,1.0,0.055,0.019,0.131,0.167,0.629
2779,1.0,0.022,0.005,0.047,0.06,0.866
2780,1.0,0.312,0.0,0.0,0.027,0.66
2781,1.0,0.086,0.054,0.097,0.168,0.594
2782,1.0,0.029,0.004,0.144,0.29,0.532
2783,1.0,0.065,0.0,0.005,0.267,0.663
2784,1.0,0.046,0.0,0.191,0.425,0.339
2785,1.0,0.745,0.0,0.037,0.091,0.128
2786,1.0,0.998,0.0,0.0,0.0,0.002
2787,1.0,0.998,0.0,0.0,0.0,0.002
2788,1.0,1.0,0.0,0.0,0.0,0.0
2789,1.0,0.997,0.0,0.0,0.0,0.003
2790,1.0,0.637,0.091,0.049,0.114,0.11
2791,1.0,0.024,0.46,0.028,0.216,0.272
2792,1.0,0.02,0.11,0.139,0.227,0.504
2793,1.0,0.02,0.0,0.032,0.175,0.772
2794,1.0,0.022,0.0,0.024,0.105,0.849
2795,1.0,0.019,0.0,0.003,0.042,0.935
2796,1.0,0.073,0.012,0.371,0.016,0.529
2797,1.0,0.017,0.392,0.305,0.286,0.0
2798,1.0,0.246,0.117,0.377,0.26,0.0
2799,1.0,0.633,0.0,0.1,0.267,0.0
2800,1.0,0.046,0.0,0.56,0.394,0.0
2801,1.0,0.035,0.0,0.326,0.639,0.0
2802,1.0,0.021,0.0,0.002,0.977,0.0
2803,1.0,0.065,0.06,0.08,0.794,0.0
2804,1.0,0.234,0.023,0.082,0.661,0.0
2805,1.0,0.645,0.0,0.115,0.24,0.0
2806,1.0,0.979,0.0,0.0,0.021,0.0
2807,1.0,0.487,0.0,0.016,0.366,0.132
2808,1.0,0.496,0.002,0.006,0.274,0.222
2809,1.0,0.315,0.0,0.006,0.676,0.002
2810,1.0,0.509,0.0,0.199,0.292,0.0
2811,1.0,0.943,0.011,0.046,0.0,0.0
2812,1.0,1.0,0.0,0.0,0.0,0.0
2813,1.0,0.774,0.0,0.0,0.0,0.226
2814,1.0,0.097,0.0,0.0,0.007,0.896
2815,1.0,0.341,0.0,0.001,0.029,0.629
2816,0.998,0.598,0.0,0.0,0.14,0.262
2817,0.76,0.98,0.0,0.0,0.02,0.0
2818,1.0,0.8,0.036,0.164,0.0,0.0
2819,1.0,0.146,0.285,0.568,0.0,0.0
2820,1.0,0.011,0.584,0.405,0.0,0.0
2821,1.0,0.101,0.541,0.359,0.0,0.0
2822,1.0,0.017,0.197,0.787,0.0,0.0
2823,1.0,0.022,0.349,0.628,0.0,0.0
2824,1.0,0.016,0.227,0.757,0.0,0.0
2825,1.0,0.042,0.048,0.521,0.203,0.186
2826,1.0,0.059,0.0,0.086,0.079,0.775
2827,1.0,0.043,0.0,0.014,0.113,0.83
2828,1.0,0.03,0.0,0.07,0.197,0.703
2829,1.0,0.058,0.0,0.009,0.053,0.88
2830,1.0,0.063,0.0,0.0,0.048,0.889
2831,1.0,0.096,0.0,0.007,0.025,0.873
2832,1.0,0.148,0.0,0.0,0.077,0.775
2833,1.0,0.495,0.0,0.0,0.034,0.471
2834,1.0,0.024,0.0,0.003,0.059,0.914
2835,1.0,0.023,0.0,0.003,0.107,0.868
2836,1.0,0.028,0.0,0.0,0.046,0.926
2837,1.0,0.081,0.0,0.022,0.053,0.843
2838,1.0,0.087,0.0,0.058,0.326,0.53
2839,1.0,0.083,0.0,0.012,0.16,0.745
2840,1.0,0.669,0.025,0.217,0.065,0.024
2841,1.0,0.924,0.001,0.025,0.05,0.0
2842,1.0,0.637,0.075,0.1,0.188,0.0
2843,1.0,0.882,0.007,0.023,0.073,0.015
2844,1.0,0.86,0.002,0.088,0.039,0.012
2845,1.0,0.965,0.0,0.03,0.004,0.0
2846,1.0,0.994,0.0,0.006,0.0,0.0
2847,1.0,0.949,0.017,0.001,0.0,0.033
2848,1.0,0.155,0.386,0.149,0.027,0.284
2849,1.0,0.078,0.035,0.043,0.258,0.586
2850,1.0,0.056,0.005,0.057,0.152,0.731
2851,1.0,0.207,0.042,0.076,0.443,0.231
2852,1.0,0.118,0.12,0.023,0.74,0.0
2853,1.0,0.055,0.022,0.177,0.724,0.021
2854,1.0,0.032,0.017,0.071,0.146,0.734
2855,1.0,0.025,0.0,0.009,0.201,0.766
2856,1.0,0.034,0.0,0.009,0.264,0.693
2857,1.0,0.144,0.006,0.015,0.128,0.707
2858,1.0,0.02,0.048,0.074,0.058,0.799
2859,1.0,0.092,0.0,0.004,0.218,0.686
2860,1.0,0.306,0.0,0.031,0.429,0.234
2861,1.0,0.251,0.0,0.049,0.319,0.382
2862,1.0,0.846,0.0,0.064,0.005,0.085
2863,1.0,0.996,0.0,0.0,0.0,0.004
2864,1.0,0.997,0.0,0.0,0.0,0.003
2865,1.0,0.994,0.0,0.0,0.0,0.006
2866,1.0,0.334,0.0,0.032,0.083,0.551
2867,1.0,0.036,0.0,0.003,0.051,0.909
2868,1.0,0.215,0.0,0.062,0.017,0.706
2869,1.0,0.349,0.011,0.007,0.081,0.552
2870,1.0,0.152,0.107,0.189,0.252,0.299
2871,1.0,0.31,0.0,0.216,0.127,0.347
2872,1.0,0.09,0.0,0.206,0.088,0.616
2873,1.0,0.013,0.208,0.444,0.335,0.0
2874,1.0,0.015,0.111,0.101,0.773,0.0
2875,1.0,0.014,0.05,0.112,0.824,0.0
2876,1.0,0.018,0.118,0.347,0.517,0.0
2877,1.0,0.173,0.061,0.181,0.586,0.0
2878,1.0,0.802,0.05,0.014,0.133,0.0
2879,1.0,0.088,0.008,0.138,0.767,0.0
2880,1.0,0.022,0.01,0.2,0.768,0.0
2881,1.0,0.025,0.006,0.065,0.903,0.0
2882,1.0,0.267,0.046,0.161,0.525,0.0
2883,1.0,0.362,0.051,0.275,0.313,0.0
2884,1.0,0.103,0.096,0.156,0.624,0.021
2885,1.0,0.022,0.011,0.02,0.653,0.295
2886,1.0,0.125,0.005,0.058,0.673,0.139
2887,1.0,0.187,0.131,0.255,0.414,0.013
2888,1.0,0.814,0.024,0.135,0.027,0.0
2889,1.0,1.0,0.0,0.0,0.0,0.0
2890,1.0,0.317,0.001,0.019,0.03,0.633
2891,1.0,0.501,0.013,0.174,0.157,0.156
2892,0.998,0.301,0.02,0.108,0.119,0.453
2893,0.607,0.149,0.003,0.003,0.099,0.747
2894,0.704,1.0,0.0,0.0,0.0,0.0
2895,1.0,0.632,0.011,0.357,0.0,0.0
2896,1.0,0.282,0.064,0.654,0.0,0.0
2897,1.0,0.095,0.19,0.715,0.0,0.0
2898,1.0,0.085,0.415,0.499,0.0,0.0
2899,1.0,0.005,0.734,0.257,0.0,0.004
2900,1.0,0.009,0.256,0.558,0.004,0.173
2901,1.0,0.014,0.1,0.804,0.029,0.053
2902,1.0,0.016,0.04,0.333,0.256,0.355
2903,1.0,0.025,0.0,0.0,0.087,0.888
2904,1.0,0.034,0.0,0.098,0.026,0.842
2905,1.0,0.088,0.0,0.088,0.048,0.775
2906,1.0,0.291,0.0,0.0,0.079,0.63
2907,1.0,0.09,0.0,0.0,0.003,0.907
2908,1.0,0.259,0.0,0.014,0.002,0.726
2909,1.0,0.677,0.0,0.008,0.14,0.176
2910,1.0,0.3,0.0,0.016,0.531,0.154
2911,1.0,0.637,0.0,0.011,0.243,0.108
2912,1.0,0.654,0.0,0.007,0.227,0.113
2913,1.0,0.023,0.0,0.008,0.108,0.86
2914,1.0,0.012,0.0,0.004,0.024,0.959
2915,1.0,0.086,0.0,0.023,0.09,0.802
2916,1.0,0.023,0.0,0.014,0.206,0.756
2917,1.0,0.847,0.0,0.056,0.031,0.066
2918,1.0,0.099,0.049,0.211,0.641,0.0
2919,1.0,0.017,0.02,0.565,0.398,0.0
2920,1.0,0.116,0.002,0.196,0.291,0.396
2921,1.0,0.175,0.0,0.071,0.167,0.587
2922,1.0,0.393,0.002,0.257,0.25,0.098
2923,1.0,1.0,0.0,0.0,0.0,0.0
2924,1.0,0.996,0.001,0.0,0.0,0.003
2925,1.0,0.479,0.087,0.033,0.058,0.342
2926,1.0,0.08,0.051,0.042,0.094,0.733
2927,1.0,0.111,0.058,0.121,0.11,0.6
2928,1.0,0.623,0.025,0.264,0.002,0.085
2929,1.0,0.896,0.0,0.012,0.092,0.0
2930,1.0,0.531,0.001,0.188,0.058,0.221
2931,1.0,0.447,0.0,0.009,0.104,0.44
2932,1.0,0.069,0.0,0.002,0.127,0.801
2933,1.0,0.059,0.03,0.017,0.14,0.755
2934,1.0,0.03,0.0,0.007,0.134,0.829
2935,1.0,0.195,0.0,0.003,0.088,0.713
2936,1.0,0.264,0.002,0.039,0.011,0.685
2937,1.0,0.063,0.005,0.11,0.107,0.715
2938,1.0,0.023,0.012,0.105,0.35,0.51
2939,1.0,0.426,0.0,0.049,0.11,0.416
2940,1.0,0.811,0.0,0.006,0.137,0.046
2941,1.0,0.429,0.0,0.013,0.203,0.355
2942,1.0,0.855,0.0,0.01,0.027,0.107
2943,1.0,0.211,0.0,0.005,0.078,0.707
2944,1.0,0.146,0.0,0.041,0.073,0.74
2945,1.0,0.09,0.0,0.037,0.129,0.744
2946,1.0,0.201,0.091,0.147,0.118,0.443
2947,1.0,0.399,0.043,0.414,0.144,0.0
2948,1.0,0.33,0.084,0.268,0.28,0.039
2949,1.0,0.064,0.089,0.126,0.497,0.224
2950,1.0,0.038,0.053,0.105,0.792,0.011
2951,1.0,0.021,0.483,0.018,0.478,0.0
2952,1.0,0.016,0.529,0.036,0.419,0.0
2953,1.0,0.016,0.122,0.382,0.48,0.0
2954,1.0,0.314,0.001,0.155,0.53,0.0
2955,1.0,0.992,0.0,0.0,0.008,0.0
2956,1.0,0.716,0.022,0.08,0.182,0.0
2957,1.0,0.161,0.077,0.123,0.638,0.001
2958,1.0,0.073,0.0,0.009,0.595,0.323
2959,1.0,0.022,0.041,0.077,0.544,0.315
2960,1.0,0.353,0.036,0.196,0.415,0.0
2961,1.0,0.201,0.016,0.104,0.545,0.135
2962,1.0,0.025,0.015,0.003,0.155,0.802
2963,1.0,0.025,0.0,0.001,0.187,0.787
2964,1.0,0.032,0.0,0.002,0.252,0.714
2965,1.0,0.097,0.006,0.011,0.562,0.324
2966,1.0,0.644,0.0,0.004,0.017,0.335
2967,1.0,0.547,0.0,0.082,0.089,0.281
2968,1.0,0.868,0.0,0.008,0.068,0.057
2969,1.0,0.471,0.0,0.001,0.182,0.346
2970,1.0,0.375,0.0,0.008,0.301,0.316
2971,0.675,0.704,0.0,0.06,0.086,0.15
2972,0.883,1.0,0.0,0.0,0.0,0.0
2973,1.0,0.402,0.313,0.284,0.0,0.0
2974,1.0,0.028,0.145,0.805,0.022,0.0
2975,1.0,0.02,0.094,0.498,0.259,0.13
2976,1.0,0.017,0.022,0.129,0.116,0.717
2977,1.0,0.011,0.0,0.094,0.102,0.793
2978,1.0,0.007,0.004,0.206,0.119,0.664
2979,1.0,0.016,0.0,0.159,0.193,0.632
2980,1.0,0.014,0.005,0.107,0.347,0.528
2981,1.0,0.042,0.001,0.027,0.274,0.656
2982,1.0,0.053,0.0,0.005,0.161,0.781
2983,1.0,0.088,0.0,0.005,0.038,0.869
2984,1.0,0.037,0.0,0.001,0.007,0.955
2985,1.0,0.016,0.0,0.001,0.02,0.963
2986,1.0,0.045,0.0,0.033,0.024,0.898
2987,1.0,0.122,0.0,0.033,0.184,0.661
2988,1.0,1.0,0.0,0.0,0.0,0.0
2989,1.0,0.986,0.0,0.0,0.01,0.004
2990,1.0,0.492,0.0,0.003,0.226,0.278
2991,1.0,0.419,0.0,0.001,0.125,0.454
2992,1.0,0.136,0.0,0.006,0.099,0.759
2993,1.0,0.025,0.0,0.0,0.071,0.903
2994,1.0,0.093,0.002,0.05,0.045,0.81
2995,1.0,0.031,0.04,0.339,0.239,0.352
2996,1.0,0.045,0.028,0.23,0.174,0.522
2997,1.0,0.09,0.0,0.015,0.04,0.855
2998,1.0,0.037,0.0,0.0,0.002,0.961
2999,1.0,0.081,0.0,0.029,0.12,0.769
3000,1.0,0.614,0.0,0.092,0.022,0.272
3001,1.0,0.972,0.0,0.002,0.0,0.026
3002,1.0,0.724,0.127,0.034,0.031,0.084
3003,1.0,0.087,0.174,0.055,0.059,0.625
3004,1.0,0.036,0.02,0.12,0.137,0.687
3005,1.0,0.688,0.098,0.111,0.024,0.079
3006,1.0,1.0,0.0,0.0,0.0,0.0
3007,1.0,0.985,0.0,0.0,0.0,0.015
3008,1.0,1.0,0.0,0.0,0.0,0.0
3009,1.0,0.625,0.0,0.03,0.099,0.246
3010,1.0,0.065,0.057,0.078,0.104,0.696
3011,1.0,0.096,0.0,0.002,0.131,0.77
3012,1.0,0.57,0.0,0.0,0.102,0.327
3013,1.0,0.431,0.0,0.001,0.093,0.474
3014,1.0,0.25,0.0,0.056,0.132,0.562
3015,1.0,0.094,0.0,0.013,0.17,0.723
3016,1.0,0.761,0.001,0.035,0.047,0.156
3017,1.0,0.841,0.095,0.06,0.004,0.0
3018,1.0,0.944,0.043,0.001,0.004,0.008
3019,1.0,0.81,0.045,0.052,0.033,0.061
3020,1.0,0.592,0.0,0.037,0.116,0.255
3021,1.0,0.095,0.0,0.134,0.413,0.358
3022,1.0,0.165,0.037,0.349,0.344,0.105
3023,1.0,0.551,0.089,0.215,0.146,0.0
3024,1.0,0.481,0.209,0.106,0.172,0.033
3025,1.0,0.029,0.11,0.022,0.361,0.478
3026,1.0,0.078,0.026,0.048,0.58,0.268
3027,1.0,0.016,0.0,0.146,0.812,0.026
3028,1.0,0.014,0.114,0.186,0.686,0.0
3029,1.0,0.017,0.029,0.101,0.837,0.016
3030,1.0,0.016,0.019,0.198,0.76,0.007
3031,1.0,0.023,0.0,0.117,0.86,0.0
3032,1.0,0.08,0.071,0.046,0.735,0.068
3033,1.0,0.598,0.019,0.135,0.086,0.163
3034,1.0,0.516,0.015,0.14,0.233,0.096
3035,1.0,0.382,0.0,0.023,0.026,0.569
3036,1.0,0.729,0.002,0.051,0.072,0.145
3037,1.0,0.967,0.0,0.006,0.026,0.001
3038,1.0,0.71,0.002,0.082,0.206,0.0
3039,1.0,0.185,0.117,0.082,0.437,0.179
3040,1.0,0.011,0.065,0.002,0.25,0.673
3041,1.0,0.312,0.002,0.007,0.38,0.3
3042,1.0,0.397,0.001,0.012,0.043,0.547
3043,1.0,0.098,0.0,0.009,0.017,0.876
3044,1.0,0.387,0.004,0.012,0.069,0.527
3045,1.0,0.413,0.001,0.083,0.106,0.398
3046,1.0,0.354,0.0,0.001,0.193,0.453
3047,1.0,0.654,0.001,0.007,0.046,0.291
3048,1.0,0.773,0.0,0.0,0.072,0.154
3049,0.826,0.244,0.0,0.0,0.166,0.59
3050,0.989,0.704,0.173,0.123,0.0,0.0
3051,1.0,0.36,0.01,0.464,0.166,0.0
3052,1.0,0.007,0.012,0.466,0.484,0.032
3053,1.0,0.022,0.0,0.047,0.204,0.727
3054,1.0,0.029,0.0,0.05,0.232,0.689
3055,1.0,0.093,0.0,0.164,0.329,0.415
3056,1.0,0.076,0.001,0.477,0.286,0.159
3057,1.0,0.014,0.0,0.355,0.434,0.196
3058,1.0,0.016,0.0,0.139,0.846,0.0
3059,1.0,0.041,0.0,0.053,0.904,0.002
3060,1.0,0.037,0.002,0.04,0.078,0.843
3061,1.0,0.016,0.0,0.0,0.05,0.933
3062,1.0,0.062,0.0,0.0,0.007,0.931
3063,1.0,0.554,0.0,0.079,0.035,0.332
3064,1.0,0.755,0.0,0.007,0.058,0.18
3065,1.0,1.0,0.0,0.0,0.0,0.0
3066,1.0,1.0,0.0,0.0,0.0,0.0
3067,1.0,1.0,0.0,0.0,0.0,0.0
3068,1.0,0.912,0.0,0.0,0.008,0.08
3069,1.0,0.052,0.007,0.024,0.148,0.769
3070,1.0,0.015,0.0,0.009,0.022,0.954
3071,1.0,0.029,0.001,0.0,0.001,0.969
3072,1.0,0.08,0.0,0.001,0.003,0.915
3073,1.0,0.022,0.0,0.005,0.071,0.902
3074,1.0,0.013,0.0,0.0,0.007,0.981
3075,1.0,0.025,0.0,0.001,0.0,0.975
3076,1.0,0.057,0.0,0.127,0.013,0.804
3077,1.0,0.304,0.0,0.385,0.109,0.202
3078,1.0,0.609,0.005,0.073,0.079,0.235
3079,1.0,0.155,0.003,0.106,0.152,0.584
3080,1.0,0.634,0.036,0.1,0.04,0.189
3081,1.0,0.35,0.078,0.101,0.21,0.261
3082,1.0,0.926,0.001,0.022,0.044,0.006
3083,1.0,1.0,0.0,0.0,0.0,0.0
3084,1.0,1.0,0.0,0.0,0.0,0.0
3085,1.0,0.996,0.0,0.0,0.001,0.003
3086,1.0,0.992,0.0,0.006,0.001,0.001
3087,1.0,0.347,0.0,0.004,0.064,0.586
3088,1.0,0.147,0.0,0.056,0.109,0.689
3089,1.0,0.471,0.0,0.011,0.026,0.492
3090,1.0,0.044,0.0,0.002,0.123,0.831
3091,1.0,0.018,0.0,0.089,0.237,0.656
3092,1.0,0.171,0.001,0.091,0.082,0.655
3093,1.0,0.285,0.004,0.035,0.088,0.588
3094,1.0,0.012,0.453,0.276,0.043,0.217
3095,1.0,0.041,0.636,0.16,0.044,0.119
3096,1.0,0.058,0.184,0.148,0.361,0.249
3097,1.0,0.578,0.003,0.051,0.287,0.082
3098,1.0,0.233,0.145,0.304,0.299,0.018
3099,1.0,0.041,0.635,0.14,0.185,0.0
3100,1.0,0.02,0.274,0.139,0.568,0.0
3101,1.0,0.056,0.169,0.113,0.476,0.186
3102,1.0,0.085,0.012,0.065,0.202,0.636
3103,1.0,0.006,0.012,0.174,0.627,0.18
3104,1.0,0.025,0.394,0.037,0.544,0.0
3105,1.0,0.013,0.402,0.169,0.347,0.07
3106,1.0,0.015,0.087,0.071,0.2,0.626
3107,1.0,0.009,0.0,0.008,0.391,0.592
3108,1.0,0.016,0.0,0.132,0.84,0.012
3109,1.0,0.059,0.0,0.049,0.196,0.696
3110,1.0,0.478,0.005,0.291,0.087,0.138
3111,1.0,0.608,0.042,0.131,0.218,0.0
3112,1.0,0.573,0.066,0.216,0.145,0.0
3113,1.0,0.879,0.002,0.027,0.092,0.0
3114,1.0,0.591,0.015,0.105,0.289,0.0
3115,1.0,0.011,0.061,0.178,0.751,0.0
3116,1.0,0.058,0.218,0.114,0.609,0.0
3117,1.0,0.031,0.127,0.007,0.473,0.362
3118,1.0,0.659,0.0,0.002,0.041,0.298
3119,1.0,0.744,0.0,0.004,0.001,0.251
3120,1.0,0.094,0.0,0.006,0.0,0.9
3121,1.0,0.078,0.0,0.006,0.025,0.891
3122,1.0,0.236,0.0,0.0,0.076,0.687
3123,1.0,0.485,0.0,0.002,0.128,0.385
3124,1.0,0.282,0.0,0.002,0.014,0.702
3125,1.0,0.45,0.0,0.009,0.048,0.492
3126,1.0,0.062,0.0,0.009,0.098,0.83
