id,isa_val,eol_val,eol_dev,patch_ha
3347,5.66,4.06,0.174,619128
3348,0.98,0.46,0.01,90068
3349,3.62,2.78,0.032,8964
3350,6.08,4.63,0.116,46516
3351,8.46,7.44,0.761,46516
3352,6.65,5.29,0.643,46516
3353,3.33,2.02,0.212,46516
3354,0.01,0.0,0.0,0
3355,0.06,0.06,0.007,223764
3356,0.0,0.0,0.0,0
3357,0.84,0.38,0.039,1952
3358,0.39,0.29,0.013,480
3359,1.93,1.64,0.001,464
3360,0.01,0.01,0.0,0
3361,0.0,0.0,0.0,0
3362,0.0,0.0,0.0,0
3363,0.1,0.08,0.0,168
3364,0.01,0.0,0.0,0
3365,0.0,0.0,0.0,0
3366,0.14,0.12,0.0,192
3367,5.58,4.16,0.259,490440
3368,5.11,4.22,0.453,490440
3369,6.6,5.1,0.557,490440
3370,8.11,5.85,0.627,490440
3371,8.02,6.77,0.749,490440
3372,8.32,7.0,0.87,490440
3373,7.05,4.86,0.633,490440
3374,8.46,5.85,0.646,490440
3375,9.53,7.06,0.755,490440
3376,8.09,4.52,0.507,490440
3377,3.91,2.4,0.267,490440
3378,2.16,0.64,0.082,490440
3379,5.62,2.3,0.282,490440
3380,7.74,2.25,0.277,490440
3381,6.06,0.57,0.07,490440
3382,6.55,0.91,0.111,490440
3383,6.18,0.26,0.03,490440
3384,3.22,0.41,0.044,490440
3385,2.16,0.16,0.017,275064
3386,3.99,0.42,0.046,275064
3387,1.9,1.23,0.0,249816
3388,4.94,3.59,0.16,108260
3389,6.23,4.03,0.331,108260
3390,7.75,6.0,0.463,249816
3391,6.96,4.06,0.417,249816
3392,5.89,4.24,0.462,94532
3393,7.54,5.84,0.673,94532
3394,8.11,6.61,0.792,94532
3395,8.72,5.81,0.663,94532
3396,9.07,6.88,0.795,94532
3397,8.76,7.08,0.828,427656
3398,8.51,6.15,0.644,427656
3399,8.47,5.18,0.579,427656
3400,7.73,3.4,0.371,1425660
3401,7.85,3.77,0.409,1425660
3402,8.44,4.34,0.428,1425660
3403,8.94,6.96,0.763,1425660
3404,9.09,6.4,0.696,1425660
3405,8.42,5.88,0.608,1425660
3406,9.84,9.26,0.947,1425660
3407,9.65,6.26,0.653,1425660
3408,9.63,7.02,0.729,1425660
3409,9.7,8.35,0.882,1425660
3410,9.58,7.73,0.826,1425660
3411,9.51,6.09,0.654,1425660
3412,6.94,4.43,0.512,1425660
3413,5.31,4.62,0.528,1425660
3414,9.44,8.32,0.908,1425660
3415,9.23,7.24,0.797,1425660
3416,8.72,6.29,0.687,1425660
3417,8.8,5.95,0.656,1425660
3418,9.03,6.39,0.704,619128
3419,8.99,7.24,0.824,619128
3420,9.05,5.73,0.658,619128
3421,9.45,6.87,0.767,619128
3422,9.34,7.54,0.843,619128
3423,8.77,7.72,0.873,619128
3424,8.69,6.55,0.714,619128
3425,9.31,5.94,0.636,619128
3426,8.69,6.23,0.594,619128
3427,7.38,5.62,0.637,619128
3428,7.47,5.61,0.614,619128
3429,7.12,5.43,0.262,619128
3430,7.41,6.08,0.479,619128
3431,8.43,7.86,0.894,90068
3432,7.8,5.84,0.463,90068
3433,4.67,3.71,0.24,90068
3434,4.51,3.69,0.33,66388
3435,5.52,4.37,0.496,66388
3436,3.4,2.83,0.315,46516
3437,2.69,1.74,0.209,46516
3438,7.92,5.44,0.513,46516
3439,2.61,1.18,0.017,46516
3440,4.09,3.1,0.002,1952
3441,3.7,2.62,0.023,1952
3442,2.91,1.75,0.135,1952
3443,1.4,0.67,0.032,532
3444,0.0,0.0,0.0,0
3445,0.0,0.0,0.0,0
3446,0.63,0.58,0.04,1004
3447,0.0,0.0,0.0,0
3448,1.01,0.82,0.007,1680
3449,1.17,0.98,0.001,1680
3450,0.0,0.0,0.0,0
3451,0.72,0.6,0.064,131232
3452,5.98,4.82,0.109,131232
3453,8.14,6.74,0.544,490440
3454,7.12,3.83,0.438,490440
3455,5.1,3.56,0.396,490440
3456,7.79,6.44,0.688,490440
3457,9.01,5.77,0.625,490440
3458,6.66,4.76,0.541,490440
3459,6.82,3.71,0.411,490440
3460,8.9,5.51,0.594,490440
3461,7.04,3.3,0.355,490440
3462,9.09,4.09,0.44,490440
3463,7.79,5.1,0.559,490440
3464,7.23,4.34,0.493,490440
3465,7.26,1.64,0.194,490440
3466,6.01,1.87,0.24,490440
3467,4.25,0.8,0.104,490440
3468,6.15,1.43,0.15,490440
3469,5.96,0.92,0.101,275064
3470,6.07,0.52,0.059,275064
3471,5.08,0.88,0.095,275064
3472,3.28,0.44,0.047,275064
3473,6.47,1.41,0.15,275064
3474,8.15,5.22,0.64,108260
3475,8.04,5.41,0.478,108260
3476,7.29,4.47,0.316,108260
3477,7.1,5.02,0.461,108260
3478,7.58,5.74,0.636,108260
3479,9.11,7.22,0.825,41212
3480,8.8,6.5,0.712,94532
3481,8.61,6.92,0.811,94532
3482,6.44,4.16,0.516,94532
3483,7.17,5.38,0.616,94532
3484,9.23,6.65,0.74,427656
3485,9.11,7.08,0.772,427656
3486,9.68,6.47,0.69,427656
3487,9.42,7.91,0.823,1425660
3488,9.09,7.65,0.823,1425660
3489,6.62,2.38,0.256,1425660
3490,8.34,5.18,0.563,1425660
3491,9.02,6.19,0.673,1425660
3492,9.24,6.85,0.728,1425660
3493,8.85,6.01,0.638,1425660
3494,9.09,7.1,0.769,1425660
3495,9.3,6.17,0.662,1425660
3496,9.66,7.06,0.749,1425660
3497,9.42,5.83,0.627,1425660
3498,9.45,6.41,0.684,1425660
3499,9.41,7.31,0.784,1425660
3500,8.94,5.88,0.655,1425660
3501,9.26,6.7,0.745,1425660
3502,9.39,6.94,0.765,1425660
3503,9.39,7.54,0.814,1425660
3504,9.22,7.03,0.757,1425660
3505,9.33,8.05,0.885,619128
3506,8.42,6.08,0.711,619128
3507,8.37,6.08,0.71,619128
3508,8.85,6.03,0.668,619128
3509,9.32,5.63,0.621,619128
3510,9.53,7.11,0.782,619128
3511,9.32,7.63,0.847,619128
3512,9.15,7.24,0.799,619128
3513,8.75,6.37,0.683,619128
3514,8.89,5.72,0.656,619128
3515,2.94,1.78,0.22,619128
3516,3.11,2.75,0.344,90068
3517,7.99,5.45,0.637,90068
3518,8.03,7.14,0.84,90068
3519,4.43,4.06,0.316,90068
3520,3.38,2.74,0.07,90068
3521,6.09,3.0,0.213,66388
3522,7.78,4.87,0.549,66388
3523,6.09,4.92,0.607,66388
3524,1.36,0.75,0.087,66388
3525,0.31,0.27,0.029,46516
3526,4.62,2.98,0.056,46516
3527,4.92,2.38,0.003,468
3528,4.27,1.44,0.0,28
3529,4.89,2.56,0.067,1596
3530,1.36,1.11,0.039,776
3531,1.47,0.98,0.027,264
3532,2.06,1.55,0.0,0
3533,0.18,0.15,0.0,0
3534,2.46,1.93,0.195,611828
3535,1.69,1.6,0.153,611828
3536,2.06,1.87,0.089,1816
3537,2.49,2.08,0.033,3856
3538,2.82,1.36,0.139,131232
3539,8.47,7.19,0.784,131232
3540,9.69,7.61,0.812,131232
3541,9.56,8.33,0.892,131232
3542,9.19,5.87,0.649,131232
3543,7.09,3.16,0.339,490440
3544,8.25,5.71,0.61,490440
3545,7.34,3.74,0.398,490440
3546,7.69,3.36,0.362,490440
3547,4.86,2.78,0.309,490440
3548,4.61,2.09,0.267,490440
3549,5.66,2.79,0.325,490440
3550,9.1,3.41,0.366,490440
3551,8.67,4.55,0.491,490440
3552,9.24,7.25,0.773,490440
3553,9.37,7.12,0.767,367584
3554,7.47,3.95,0.45,490440
3555,4.9,1.06,0.129,367584
3556,0.72,0.23,0.0,275064
3557,3.58,1.13,0.143,275064
3558,7.04,2.15,0.282,275064
3559,5.49,0.11,0.014,275064
3560,7.3,1.44,0.16,275064
3561,5.08,0.68,0.072,275064
3562,3.47,0.39,0.041,275064
3563,4.25,0.83,0.09,275064
3564,7.05,0.36,0.039,275064
3565,8.6,6.49,0.695,108260
3566,8.92,5.75,0.635,108260
3567,8.34,4.59,0.551,108260
3568,7.38,4.1,0.51,108260
3569,8.91,5.79,0.681,108260
3570,8.48,6.83,0.741,108260
3571,8.7,5.98,0.72,108260
3572,8.3,5.92,0.687,108260
3573,5.81,3.96,0.481,108260
3574,2.82,1.79,0.219,41212
3575,4.35,3.38,0.413,94532
3576,4.18,3.55,0.46,427656
3577,4.3,3.55,0.427,427656
3578,9.01,7.13,0.793,427656
3579,8.72,7.48,0.635,427656
3580,8.32,7.35,0.698,1425660
3581,9.15,7.68,0.771,1425660
3582,9.09,7.75,0.78,1425660
3583,9.4,7.11,0.729,1425660
3584,8.2,6.21,0.721,1425660
3585,8.36,6.29,0.738,1425660
3586,8.99,7.16,0.749,1425660
3587,8.45,5.82,0.603,1425660
3588,9.1,7.85,0.808,1425660
3589,9.35,7.87,0.819,1425660
3590,9.51,7.73,0.815,1425660
3591,9.69,6.31,0.675,1425660
3592,9.61,7.23,0.778,1425660
3593,9.7,7.96,0.858,1425660
3594,9.34,7.13,0.783,1425660
3595,9.32,7.51,0.804,1425660
3596,9.44,8.15,0.85,1425660
3597,8.99,6.13,0.673,1425660
3598,9.26,7.01,0.787,1425660
3599,6.62,3.63,0.422,619128
3600,3.66,0.67,0.085,619128
3601,6.82,2.93,0.353,619128
3602,6.44,0.75,0.085,619128
3603,7.28,0.72,0.079,619128
3604,8.24,3.7,0.413,619128
3605,8.88,6.11,0.674,619128
3606,7.94,6.17,0.71,619128
3607,8.89,5.44,0.608,619128
3608,8.61,5.49,0.627,619128
3609,8.8,6.51,0.719,375916
3610,8.65,6.77,0.646,375916
3611,8.8,7.18,0.826,90068
3612,3.79,3.09,0.348,90068
3613,2.42,1.67,0.191,66388
3614,6.79,5.91,0.546,66388
3615,9.2,8.67,0.959,66388
3616,6.88,5.33,0.623,66388
3617,0.0,0.0,0.0,66388
3618,0.49,0.14,0.007,2988
3619,3.37,1.61,0.165,2988
3620,4.08,1.19,0.049,2988
3621,3.94,1.85,0.005,548
3622,4.43,2.28,0.0,184
3623,1.28,0.63,0.0,0
3624,0.67,0.37,0.023,308
3625,0.41,0.33,0.0,0
3626,3.02,2.75,0.252,611828
3627,3.42,2.73,0.292,611828
3628,8.94,7.16,0.772,611828
3629,7.61,6.52,0.709,611828
3630,2.47,1.91,0.107,611828
3631,1.16,1.08,0.115,611828
3632,7.15,5.56,0.626,131232
3633,8.97,6.58,0.783,131232
3634,9.01,6.62,0.78,131232
3635,9.34,7.26,0.775,131232
3636,8.03,5.14,0.596,131232
3637,8.7,6.2,0.665,131232
3638,6.98,4.95,0.536,131232
3639,7.75,5.44,0.581,131232
3640,5.6,3.05,0.329,13496
3641,5.33,2.85,0.338,12748
3642,2.23,0.57,0.073,367584
3643,1.96,0.49,0.058,367584
3644,6.06,2.08,0.228,367584
3645,8.7,5.8,0.62,367584
3646,9.04,5.9,0.638,367584
3647,7.99,5.81,0.608,367584
3648,9.27,4.89,0.521,367584
3649,7.55,1.76,0.202,367584
3650,6.9,2.89,0.366,367584
3651,4.8,3.1,0.374,275064
3652,5.21,2.39,0.3,275064
3653,2.95,1.12,0.139,275064
3654,0.06,0.0,0.0,275064
3655,1.92,0.52,0.058,275064
3656,5.28,1.17,0.13,275064
3657,7.32,2.51,0.272,275064
3658,7.96,2.36,0.257,275064
3659,5.49,1.64,0.178,275064
3660,2.0,0.4,0.042,275064
3661,0.91,0.3,0.03,964
3662,2.11,0.56,0.04,378572
3663,7.19,3.08,0.033,378572
3664,7.67,2.85,0.371,12804
3665,6.04,4.12,0.49,108260
3666,4.07,2.43,0.312,108260
3667,4.15,2.65,0.327,108260
3668,2.27,1.01,0.121,108260
3669,1.16,0.66,0.072,108260
3670,7.41,6.87,0.751,359348
3671,9.2,7.57,0.821,359348
3672,6.94,4.98,0.594,359348
3673,2.54,2.13,0.262,41212
3674,0.0,0.0,0.0,0
3675,5.31,4.03,0.498,427656
3676,9.13,7.6,0.879,427656
3677,9.56,6.99,0.746,427656
3678,9.58,6.77,0.727,427656
3679,8.56,6.96,0.796,1425660
3680,5.49,4.75,0.553,1425660
3681,7.86,6.01,0.557,1425660
3682,9.46,7.9,0.828,1425660
3683,9.15,6.64,0.66,1425660
3684,7.87,5.45,0.623,1425660
3685,9.21,7.94,0.865,1425660
3686,9.08,6.94,0.732,1425660
3687,8.57,7.13,0.822,1425660
3688,7.84,5.24,0.608,1425660
3689,8.19,6.48,0.747,1425660
3690,9.09,7.9,0.862,1425660
3691,9.71,8.09,0.845,1425660
3692,9.79,7.15,0.767,1425660
3693,9.8,8.21,0.872,1425660
3694,9.6,8.0,0.825,1425660
3695,7.89,6.43,0.687,1425660
3696,6.11,5.03,0.565,1425660
3697,8.24,6.25,0.705,619128
3698,4.66,3.52,0.417,619128
3699,7.23,5.71,0.612,619128
3700,7.43,7.7,0.905,619128
3701,7.84,7.42,0.848,117860
3702,6.23,4.27,0.488,375916
3703,7.12,4.49,0.487,619128
3704,8.41,5.8,0.672,619128
3705,8.52,4.73,0.524,375916
3706,9.25,4.06,0.446,375916
3707,9.2,6.05,0.662,375916
3708,8.95,6.86,0.647,375916
3709,8.83,6.59,0.683,375916
3710,8.58,5.74,0.695,375916
3711,5.17,3.52,0.401,375916
3712,8.11,4.59,0.435,375916
3713,8.87,7.36,0.805,375916
3714,8.64,6.18,0.677,375916
3715,6.53,4.33,0.444,375916
3716,3.43,2.62,0.288,375916
3717,4.7,3.74,0.325,41316
3718,3.15,2.75,0.301,41316
3719,3.81,1.07,0.0,0
3720,5.02,4.34,0.021,156
3721,0.34,0.28,0.0,120
3722,1.12,0.48,0.019,336
3723,0.64,0.41,0.001,160
3724,2.64,2.3,0.105,611828
3725,8.9,7.14,0.716,611828
3726,9.56,7.91,0.845,611828
3727,9.23,7.23,0.771,611828
3728,9.15,7.19,0.779,611828
3729,8.98,6.85,0.745,611828
3730,1.69,1.52,0.172,611828
3731,5.81,3.75,0.395,611828
3732,8.63,6.16,0.523,131232
3733,7.87,5.73,0.431,131232
3734,7.56,5.08,0.497,131232
3735,5.82,3.21,0.29,131232
3736,2.27,1.75,0.081,131232
3737,4.47,3.01,0.065,131232
3738,3.61,2.16,0.017,12748
3739,4.34,3.07,0.218,367584
3740,5.65,2.7,0.293,367584
3741,3.58,1.97,0.176,367584
3742,2.75,1.39,0.157,367584
3743,6.85,5.1,0.562,367584
3744,9.1,7.62,0.823,367584
3745,8.87,7.71,0.83,367584
3746,7.32,6.91,0.73,367584
3747,7.9,5.34,0.564,367584
3748,9.27,5.15,0.551,367584
3749,9.27,6.67,0.716,367584
3750,5.68,4.22,0.452,367584
3751,4.1,2.63,0.291,367584
3752,7.89,3.53,0.389,275064
3753,4.5,2.77,0.315,275064
3754,4.5,3.46,0.362,275064
3755,8.7,6.62,0.699,275064
3756,9.0,6.64,0.721,275064
3757,8.55,3.43,0.369,275064
3758,8.3,3.44,0.37,275064
3759,3.65,1.82,0.198,275064
3760,3.23,0.0,0.0,275064
3761,5.92,2.42,0.313,40408
3762,5.55,0.93,0.123,40408
3763,1.63,0.48,0.061,1768
3764,5.39,1.4,0.14,378572
3765,4.94,0.78,0.068,378572
3766,6.41,1.59,0.142,378572
3767,8.0,2.44,0.272,378572
3768,7.8,2.83,0.125,378572
3769,7.24,2.22,0.042,378572
3770,5.78,1.67,0.191,32136
3771,7.15,2.46,0.322,32136
3772,7.11,2.96,0.351,32136
3773,8.79,7.22,0.785,32136
3774,6.3,6.11,0.699,2596
3775,0.06,0.07,0.008,2596
3776,0.0,0.0,0.0,0
3777,0.72,0.36,0.041,23520
3778,2.94,2.0,0.235,108260
3779,4.48,3.18,0.351,359348
3780,5.14,3.77,0.415,359348
3781,7.94,5.37,0.495,359348
3782,8.72,5.66,0.611,359348
3783,8.92,4.82,0.518,359348
3784,6.94,4.32,0.469,359348
3785,4.01,2.55,0.311,427656
3786,0.79,0.51,0.069,427656
3787,0.25,0.17,0.023,427656
3788,4.08,2.63,0.323,427656
3789,9.39,7.68,0.847,427656
3790,9.49,7.61,0.839,427656
3791,5.33,4.08,0.496,1425660
3792,1.46,1.08,0.139,1425660
3793,2.97,2.21,0.264,1425660
3794,6.97,4.47,0.513,1425660
3795,9.48,7.55,0.83,1425660
3796,8.36,6.31,0.706,1425660
3797,8.37,4.77,0.518,1425660
3798,9.08,7.65,0.827,1425660
3799,9.08,7.34,0.834,1425660
3800,8.06,5.51,0.621,1425660
3801,8.92,8.52,0.934,1425660
3802,9.18,7.84,0.848,1425660
3803,9.75,7.89,0.844,1425660
3804,9.66,7.12,0.766,1425660
3805,9.34,6.9,0.759,1425660
3806,4.5,3.82,0.329,1425660
3807,0.0,0.0,0.0,0
3808,2.03,1.17,0.084,619128
3809,8.44,6.29,0.718,619128
3810,7.75,5.68,0.676,117860
3811,8.04,6.12,0.608,117860
3812,6.74,5.61,0.189,117860
3813,4.78,4.12,0.021,244
3814,4.47,3.71,0.053,388
3815,1.1,0.01,0.0,588
3816,1.92,0.89,0.096,375916
3817,6.06,2.97,0.324,375916
3818,7.92,4.4,0.333,375916
3819,8.45,5.98,0.56,375916
3820,8.82,6.0,0.639,375916
3821,4.38,1.98,0.219,375916
3822,1.62,0.22,0.015,375916
3823,6.96,5.48,0.316,375916
3824,8.4,7.08,0.741,375916
3825,8.28,4.52,0.511,375916
3826,8.43,6.4,0.694,375916
3827,5.54,4.64,0.495,375916
3828,5.99,5.28,0.548,41316
3829,9.32,7.78,0.833,41316
3830,9.62,9.25,0.974,41316
3831,7.6,7.18,0.752,41316
3832,0.94,0.68,0.031,41316
3833,3.31,2.83,0.086,611828
3834,6.77,5.11,0.298,611828
3835,6.46,5.52,0.393,611828
3836,8.35,6.64,0.62,611828
3837,9.52,6.52,0.697,611828
3838,9.2,6.92,0.743,611828
3839,7.42,5.0,0.547,611828
3840,8.89,7.03,0.805,611828
3841,9.14,6.33,0.713,611828
3842,8.37,5.27,0.612,611828
3843,7.12,4.15,0.38,611828
3844,6.27,3.34,0.0,131232
3845,6.55,4.08,0.139,36068
3846,7.03,5.03,0.134,36068
3847,6.5,5.09,0.178,36068
3848,3.46,2.94,0.061,5880
3849,5.83,3.87,0.059,5880
3850,2.28,1.37,0.0,5880
3851,2.44,1.64,0.001,11484
3852,6.13,2.51,0.028,367584
3853,6.72,4.28,0.165,367584
3854,6.61,4.73,0.378,367584
3855,7.01,7.15,0.774,367584
3856,7.72,6.91,0.751,367584
3857,8.71,6.36,0.696,367584
3858,8.66,6.66,0.735,367584
3859,8.83,8.09,0.86,367584
3860,9.46,7.22,0.745,367584
3861,7.08,6.45,0.695,367584
3862,9.3,6.58,0.711,367584
3863,9.01,6.98,0.754,367584
3864,8.1,4.06,0.435,367584
3865,6.54,3.76,0.402,367584
3866,2.23,1.84,0.19,275064
3867,2.55,2.16,0.23,275064
3868,8.49,5.39,0.58,275064
3869,7.82,3.37,0.365,275064
3870,3.19,0.68,0.073,275064
3871,1.95,0.55,0.06,275064
3872,5.31,0.97,0.104,275064
3873,5.74,0.55,0.059,275064
3874,7.42,4.54,0.56,40408
3875,7.6,4.74,0.579,40408
3876,4.35,1.25,0.149,378572
3877,2.2,0.88,0.101,378572
3878,7.84,3.28,0.327,378572
3879,4.86,0.74,0.011,378572
3880,3.83,0.21,0.0,378572
3881,3.98,0.58,0.0,378572
3882,7.55,3.01,0.315,378572
3883,7.15,3.33,0.39,150236
3884,7.77,4.92,0.548,150236
3885,6.14,4.78,0.464,150236
3886,8.47,5.66,0.694,150236
3887,7.32,5.0,0.553,150236
3888,5.81,4.04,0.42,150236
3889,5.84,4.8,0.476,359348
3890,4.75,2.65,0.213,359348
3891,4.47,0.51,0.054,359348
3892,6.21,2.27,0.261,359348
3893,7.98,3.56,0.405,359348
3894,8.9,5.11,0.576,359348
3895,9.21,6.82,0.758,359348
3896,9.19,6.98,0.796,359348
3897,8.98,5.63,0.573,359348
3898,8.61,5.48,0.545,359348
3899,8.49,5.54,0.595,359348
3900,5.94,3.47,0.375,359348
3901,7.55,4.99,0.534,427656
3902,7.54,5.96,0.743,427656
3903,5.12,3.66,0.468,427656
3904,0.63,0.5,0.065,427656
3905,6.55,4.23,0.53,427656
3906,8.36,6.93,0.835,427656
3907,3.34,2.5,0.334,427656
3908,0.14,0.06,0.008,16
3909,0.13,0.08,0.01,48
3910,2.02,1.19,0.148,1425660
3911,6.04,4.29,0.518,1425660
3912,7.32,4.35,0.497,1425660
3913,8.96,7.49,0.723,1425660
3914,8.38,6.78,0.59,1425660
3915,8.7,6.75,0.72,1425660
3916,8.74,6.7,0.769,1425660
3917,8.74,7.23,0.797,1425660
3918,9.15,7.42,0.804,1425660
3919,9.12,6.67,0.714,1425660
3920,8.76,6.22,0.666,1425660
3921,8.96,6.73,0.75,1425660
3922,4.26,3.21,0.399,1425660
3923,1.65,0.86,0.087,117860
3924,6.15,3.4,0.391,117860
3925,8.75,5.59,0.653,117860
3926,5.0,1.45,0.176,117860
3927,2.91,2.03,0.241,117860
3928,1.18,1.04,0.11,117860
3929,0.87,0.62,0.08,2056
3930,1.17,0.93,0.118,2056
3931,0.0,0.0,0.0,0
3932,0.0,0.0,0.0,0
3933,4.99,2.71,0.318,375916
3934,9.1,4.94,0.581,375916
3935,9.45,7.43,0.792,375916
3936,9.49,8.65,0.896,375916
3937,8.58,7.8,0.809,375916
3938,7.44,5.95,0.72,375916
3939,8.63,6.61,0.772,375916
3940,8.89,7.64,0.913,375916
3941,7.9,6.15,0.691,375916
3942,5.2,2.69,0.308,375916
3943,3.73,0.1,0.011,2136
3944,0.63,0.15,0.015,41316
3945,4.81,4.09,0.227,41316
3946,2.49,2.18,0.066,41316
3947,6.85,6.25,0.321,611828
3948,6.1,5.9,0.574,611828
3949,3.26,3.07,0.348,611828
3950,8.91,7.39,0.847,611828
3951,9.31,7.71,0.861,611828
3952,4.17,3.39,0.374,611828
3953,7.32,5.37,0.581,611828
3954,8.04,5.44,0.608,611828
3955,8.82,6.34,0.693,611828
3956,8.87,6.67,0.736,611828
3957,8.31,5.48,0.474,66084
3958,7.34,4.63,0.215,66084
3959,6.9,4.4,0.094,66084
3960,4.16,2.57,0.004,36068
3961,6.5,4.64,0.274,36068
3962,7.05,4.9,0.063,36068
3963,4.19,2.67,0.044,36068
3964,0.54,0.37,0.0,20
3965,1.89,1.14,0.012,2356
3966,2.65,1.2,0.038,12884
3967,3.95,2.53,0.07,12884
3968,5.44,4.09,0.173,12884
3969,6.3,5.84,0.206,11484
3970,4.14,3.07,0.057,11484
3971,5.61,4.41,0.143,6020
3972,3.78,3.54,0.167,367584
3973,5.81,5.12,0.111,367584
3974,2.62,2.39,0.152,367584
3975,7.4,5.63,0.405,367584
3976,8.54,3.86,0.395,367584
3977,9.3,8.19,0.863,367584
3978,9.28,6.93,0.722,367584
3979,9.38,6.82,0.717,367584
3980,8.05,3.74,0.403,367584
3981,7.34,5.22,0.577,367584
3982,2.49,1.63,0.169,367584
3983,5.68,4.09,0.432,77784
3984,6.63,4.32,0.456,77784
3985,7.85,4.33,0.462,77784
3986,7.19,3.1,0.333,275064
3987,7.86,1.3,0.141,275064
3988,8.6,1.76,0.202,275064
3989,3.67,1.43,0.168,275064
3990,5.86,0.83,0.107,40408
3991,5.68,1.03,0.13,378572
3992,6.49,1.49,0.194,378572
3993,6.94,0.69,0.09,378572
3994,7.77,3.61,0.396,378572
3995,7.82,2.99,0.379,378572
3996,5.7,0.45,0.059,378572
3997,7.47,1.43,0.126,378572
3998,6.22,0.63,0.08,378572
3999,3.71,0.31,0.014,378572
4000,3.53,0.22,0.006,150236
4001,4.45,0.51,0.011,150236
4002,7.35,4.46,0.449,150236
4003,4.79,3.94,0.305,150236
4004,1.46,1.19,0.139,150236
4005,0.7,0.4,0.05,150236
4006,7.7,3.53,0.43,150236
4007,3.35,0.97,0.119,150236
4008,0.04,0.02,0.003,100
4009,0.02,0.02,0.0,0
4010,0.18,0.07,0.003,359348
4011,5.48,1.38,0.154,359348
4012,6.18,3.86,0.475,359348
4013,5.22,3.3,0.38,359348
4014,5.2,2.8,0.342,359348
4015,8.9,7.15,0.838,359348
4016,8.64,6.11,0.719,359348
4017,9.14,6.05,0.677,359348
4018,9.09,6.05,0.712,359348
4019,6.08,4.06,0.476,359348
4020,8.7,5.9,0.636,118112
4021,9.48,6.21,0.67,118112
4022,6.17,4.46,0.557,427656
4023,3.14,2.69,0.283,427656
4024,6.83,5.56,0.701,427656
4025,8.24,6.38,0.801,427656
4026,8.74,5.38,0.659,427656
4027,1.22,0.7,0.093,427656
4028,0.0,0.0,0.0,0
4029,0.26,0.23,0.031,1425660
4030,7.46,6.08,0.775,1425660
4031,9.04,7.01,0.851,1425660
4032,7.73,5.09,0.609,1425660
4033,8.73,6.55,0.769,1425660
4034,8.64,7.62,0.747,1425660
4035,8.48,5.9,0.474,1425660
4036,9.17,6.54,0.692,1425660
4037,9.23,6.8,0.739,1425660
4038,9.58,6.66,0.713,1425660
4039,9.79,7.34,0.785,1425660
4040,9.81,6.58,0.704,1425660
4041,9.23,6.6,0.732,1425660
4042,7.78,5.43,0.6,1425660
4043,8.57,4.11,0.464,117860
4044,6.81,2.73,0.259,117860
4045,4.04,1.08,0.123,117860
4046,1.49,0.59,0.072,117860
4047,0.0,0.0,0.0,0
4048,0.0,0.0,0.0,0
4049,0.0,0.0,0.0,0
4050,0.05,0.0,0.0,884
4051,1.29,0.51,0.058,884
4052,0.39,0.12,0.013,375916
4053,4.47,3.4,0.388,375916
4054,8.03,6.18,0.698,375916
4055,7.4,5.23,0.581,375916
4056,5.37,4.64,0.498,375916
4057,7.05,6.23,0.478,375916
4058,7.98,7.49,0.625,375916
4059,8.52,7.71,0.629,375916
4060,8.06,6.18,0.674,375916
4061,5.54,4.52,0.506,611828
4062,3.75,1.51,0.171,611828
4063,0.29,0.04,0.0,0
4064,5.35,3.91,0.0,611828
4065,7.38,5.38,0.0,611828
4066,6.54,4.74,0.0,64
4067,7.58,6.87,0.303,611828
4068,9.17,7.92,0.87,611828
4069,7.83,6.07,0.67,611828
4070,7.39,6.4,0.7,611828
4071,2.78,2.46,0.268,611828
4072,9.24,8.45,0.899,611828
4073,7.94,4.81,0.349,611828
4074,7.53,3.86,0.201,611828
4075,7.43,3.53,0.128,611828
4076,5.57,3.28,0.048,66084
4077,4.04,2.53,0.006,66084
4078,3.64,2.09,0.018,66084
4079,6.45,4.51,0.148,66084
4080,4.17,2.53,0.073,66084
4081,5.55,3.56,0.001,63608
4082,6.48,4.72,0.119,63608
4083,6.08,4.17,0.219,63608
4084,5.48,4.11,0.171,63608
4085,4.97,4.2,0.148,63608
4086,6.71,3.86,0.034,2356
4087,6.06,3.1,0.001,12884
4088,5.1,2.75,0.083,12884
4089,4.34,3.44,0.0,0
4090,4.49,3.68,0.001,200
4091,2.88,1.84,0.054,6020
4092,2.46,2.12,0.157,6020
4093,4.61,3.1,0.17,6020
4094,4.01,3.43,0.181,367584
4095,4.14,3.43,0.321,367584
4096,5.95,3.46,0.201,367584
4097,4.32,3.11,0.286,367584
4098,8.53,7.5,0.753,367584
4099,8.8,6.94,0.704,367584
4100,3.64,2.38,0.246,367584
4101,0.9,0.35,0.036,367584
4102,4.21,1.56,0.167,367584
4103,0.94,0.91,0.098,77784
4104,8.43,7.08,0.737,77784
4105,7.53,2.94,0.323,77784
4106,9.24,4.63,0.5,77784
4107,8.64,2.25,0.246,275064
4108,8.35,2.46,0.291,275064
4109,4.6,0.09,0.012,378572
4110,7.21,2.43,0.318,378572
4111,7.42,2.03,0.252,378572
4112,8.22,3.67,0.441,378572
4113,8.01,4.69,0.536,378572
4114,7.04,2.16,0.283,378572
4115,7.52,2.44,0.32,378572
4116,7.41,2.25,0.296,378572
4117,5.87,0.36,0.047,378572
4118,5.7,0.34,0.043,378572
4119,7.33,1.63,0.188,150236
